Label,SMS Text
Important,"Awesome, be there in a minute"
Important,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."""
Important,I've told you everything will stop. Just dont let her get dehydrated.
Important,Or I guess  5;  min
Important,I'm home. Ard wat time will u reach?
Important,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
Important,"If you want to mapquest it or something look up \usf dogwood drive\"""
Important,Aight should I just plan to come up later tonight?
Important,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
Spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123"""
Important,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
Important,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
Important,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
Important,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
Important,Ranjith cal drpd Deeraj and deepak 5min hold
Important,"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\"""""
Important,Hey u still at the gym?
Important,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
Important,Much better now thanks lol
Important,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
Important,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
Important,Wa... U so efficient... Gee... Thanx...
Spam,3. You have received your mobile content. Enjoy
Important,S but not able to sleep.
Spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
Important,We will meet soon princess! Ttyl!
Important,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
Important,Oh :4only 4 outside players allowed to play know
Important,I anything lor.
Important,Erutupalam thandiyachu
Important,"Y cant u try new invention to fly..i'm not joking.,"
Important,No..its ful of song lyrics..
Important,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
Important,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
Important,Shopping? Eh ger i toking abt syd leh...Haha
Important,What not under standing.
Important,have * good weekend.
Important,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
Important,Call me when you get the chance plz 4;3
Important,The new deus ex game comin early next yr
Important,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  5; /7
Important,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
Important,Probably a couple hours tops
Important,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
Important,Man this bus is so so so slow. I think you're gonna get there before me
Important,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
Important,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
Important,Ok
Spam,"Latest Nokia Mobile or iPOD MP3 Player +4400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.41,50/Mtmsgrcvd18+"
Spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
Important,Nvm take ur time.
Important,So wat's da decision?
Important,Wot is u up 2 then bitch?
Important,Stupid.its not possible
Important,She told to hr that he want posting in chennai4because i'm working here4
Spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
Important,When are you guys leaving?
Important,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. 44 got a lot of work ar?
Important,Not able to do anything.
Important,44 takin linear algebra today?
Important,This weekend is fine (an excuse not to do too much decorating)
Important,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
Important,Now project pa. After that only i can come.
Spam,Money i have won wining number 946 wot do i do next
Important,"Sure, whenever you show the fuck up 4;4"
Important,That was random saw my old roomate on campus. He graduated
Spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
Important,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
Important,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
Important,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
Important,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
Important,Hi good mornin.. Thanku wish u d same..
Important,DO U WANT 2 MEET UP 2MORRO
Important,Actually I decided I was too hungry so I haven't left yet :V
Important,I've sent 4_ my part..
Important,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
Spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec 41.50ea. OTBox 731 LA1 7WS. )"
Important,Understand. his loss is my gain 4 so do you work? School?
Important,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
Important,"Hiya, probably coming home * weekend after next"
Important,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
Important,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
Important,Ok both our days. So what are you making for dinner tonite? Am I invited?
Spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
Important,I have no money 4 steve mate! !
Important,IM LATE TELLMISS IM ON MY WAY
Important,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
Important,Normally i use to drink more water daily4
Important,Dare i ask... Any luck with sorting out the car?
Important,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
Important,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
Important,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
Spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
Important,I've been trying to reach him without success
Important,when you and derek done with class?
Important,Never y lei... I v lazy... Got wat? Dat day 4_ send me da url cant work one...
Important,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
Important,Hey mate. Spoke to the mag people. We444re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 
Important,Hope you are having a good week. Just checking in
Important,"Haha, my friend tyler literally just asked if you could get him a dubsack"
Important,"\Hey! do u fancy meetin me at 4 at cha 44 hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist 4 love Pete x x x\"""""
Important,Great. Have a safe trip. Dont panic surrender all.
Important,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"""
Important,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
Important,Try to do something dear. You read something for exams
Important,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
Important,Gettin rdy to ship comp
Important,I am in hospital da. . I will return home in evening
Important,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
Important,Think + da. You wil do.
Important,I'm awake oh. What's up.
Important,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
Important,How much u trying to get?
Important,"Come around  4;DECIMAL4; pm vikky..i'm otside nw, il come by tht time"
Important,Tell me again what your address is
Important,"Honeybee Said: *I'm d Sweetest in d World* God Laughed 4; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN4"
Important,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  5; g wifi ipad. And what are you saying about the about the  5; g?
Important,But you were together so you should be thinkin about him
Important,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
Important,At WHAT TIME should i come tomorrow
Spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
Important,\CHA QUITEAMUZING THAT44SCOOL BABE
Important,Omg how did u know what I ate?
Spam,"\URGENT! This is the 2nd attempt to contact U!U have WON 41000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max47. 50\"""""
Important,4 but your not here....
Important,Not directly behind... Abt 4 rows behind 4_...
Spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
Spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
Spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
Important,No plans yet. What are you doing ?
Important,Hi ....My engagement has been fixd on  5; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
Important,Not course. Only maths one day one chapter with in one month we can finish.
Important,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:4
Spam,"For ur chance to win a 4250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
Important,Noooooooo please. Last thing I need is stress. For once in your life be fair.
Spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
Spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. 41.50 increments. Help08718728876"
Important,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
Important,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya 4
Important,Have you not finished work yet or something?
Important,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
Spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX 41.50
Important,Right it wasnt you who phoned it was someone with a number like yours!
Important,It's ok i wun b angry. Msg u aft i come home tonight.
Important,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
Important,Yo sorry was in the shower sup
Important,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
Important,Full heat pa:4 i have applyed oil pa.
Important,I'm stuck in da middle of da row on da right hand side of da lt... 
Important,Have you laid your airtel line to rest?
Important,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
Spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
Important,\Hey j! r u feeling any better
Important,And I don't plan on staying the night but I prolly won't be back til late
Important,THANX 4 PUTTIN DA FONE DOWN ON ME!!
Important,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
Important,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... "
Important,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
Important,We live in the next  5; mins
Important,Y de asking like this.
Important,Just glad to be talking to you.
Important,Wat time 4_ finish?
Important,Sorry da. I gone mad so many pending works what to do.
Important,How much you got for cleaning
Important,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
Spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
Important,44 called dad oredi...
Important,Good. do you think you could send me some pix? I would love to see your top and bottom...
Important,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
Important,"Sorry, I'll call later In meeting."
Important,THIS IS A LONG FUCKIN SHOWR
Important,"Received, understood n acted upon!"
Important,They finally came to fix the ceiling.
Important,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."""
Important,Jus finish blowing my hair. U finish dinner already?
Important,I'm on the bus. Love you
Important,Lol ... I knew that .... I saw him in the dollar store
Spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed 41000 cash or 45000 prize!
Spam,Todays Voda numbers ending with 7634 are selected to receive a 4350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
Important,Only saturday and sunday holiday so its very difficult4
Important,Everybody had fun this evening. Miss you.
Important,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
Important,"I'm in a meeting, call me later at"
Important,Oh wow thats gay. Will firmware update help
Important,These won't do. Have to move on to morphine
Important,How come i din c 4_... Yup i cut my hair...
Important,K k pa Had your lunch aha.
Important,Oh ho. Is this the first time u use these type of words
Important,Captain vijaykanth is doing comedy in captain tv..he is drunken 4
Important,Of course. I guess god's just got me on hold right now.
Important,Do you hide anythiing or keeping distance from me
Important,Havent.
Spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
Important,Sorry i din lock my keypad.
Important,Did u got that persons story
Important,Are you planning to come chennai?
Spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
Important,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
Important,We are okay. Going to sleep now. Later
Important,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
Important,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \"""""
Spam,A 4400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a 4400 reward. Just call 09066380611 
Important,Where r e meeting tmr?
Important,Lol yes. But it will add some spice to your day.
Important,Hope you are having a great day.
Important,Our Prasanth ettans mother passed away last night. Just pray for her and family.
Important,"K, I'll work something out"
Spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
Important,This message is from a great Doctor in India:4: 1) Do not drink APPY FIZZ. It contains Cancer causing age
Important,I cant pick the phone right now. Pls send a message
Important,You call him and tell now infront of them. Call him now.
Important,Ok no prob...
Important,Ladies first and genus second k .
Important,No. Yes please. Been swimming?
Important,Mum not going robinson already.
Important,Ok set let u noe e details later...
Important,Not..tel software name..
Important,I send the print  outs da.
Important,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
Important,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born"
Important,"I didnt get ur full msg..sometext is missing, send it again"
Important,"Probably not, I'm almost out of gas and I get some cash tomorrow"
Spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
Important,I forgot 2 ask 4_ all smth.. There's a card on da present lei... How? 44 all want 2 write smth or sign on it?
Important,I'm leaving my house now.
Spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
Important,44 ready then call me...
Important,Wewa is 130. Iriver 255. All 128 mb.
Important,It is a good thing I'm now getting the connection to bw
Important,Sry da..jst nw only i came to home..
Important,"That's cool he'll be here all night, lemme know when you're around"
Important,Are you staying in town ?
Important,"Haha yeah, 2 oz is kind of a shitload"
Important,Ok u can take me shopping when u get paid =D
Important,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:4.. Ge:4.."
Important,"Alright we'll bring it to you, see you in like  5;  mins"
Important,But pls dont play in others life.
Important,Eatin my lunch...
Important,Hmmm.but you should give it on one day..
Important,"Didn't try, g and I decided not to head out"
Important,Ok no prob
Important,Surly ill give it to you:4 while coming to review.
Important,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
Important,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
Important,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
Spam,"URGENT! Your Mobile No 07808726822 was awarded a 42,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
Important,A guy who gets used but is too dumb to realize it.
Important,"Okey dokey, i444ll be over in a bit just sorting some stuff out."
Important,Don no da4whats you plan?
Important,Yes fine 
Spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
Important,I liked the new mobile
Important,Anytime...
Important,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
Important,Yar but they say got some error.
Important,Hey anyway i have to :4
Important,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
Important,Wif my family booking tour package.
Important,"Did you say bold, then torch later. Or one torch and 2bold?"
Important,"Haha awesome, I might need to take you up on that, what you doin tonight?"
Important,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:4;4
Important,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
Important,Thats cool princess! I will cover your face in hot sticky cum 4
Important,Big brother444s really scraped the barrel with this shower of social misfits
Important,Oops i thk i dun haf enuff... I go check then tell 4_..
Important,S48 min to go for lunch4
Important,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
Important,"K will do, addie 4; I are doing some art so I'll be here when you get home"
Important,My uncles in Atlanta. Wish you guys a great semester.
Important,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
Important,Forgot to tell 4_ smth.. Can 4_ like number the sections so that it's clearer..
Important,"Yup. Anything lor, if u dun wan it's ok..."
Important,"I'm home, my love ... If your still awake ... *loving kiss*"
Important,HELLO PEACH! MY CAKE TASTS LUSH!
Spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
Important,"There'll be a minor shindig at my place later tonight, you interested?"
Important,Jason says it's cool if we pick some up from his place in like an hour
Spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
Important,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  5;
Important,I've reached already.
Important,I dont know ask to my brother. Nothing problem some thing that. Just i told .
Important,K4eng rocking in ashes4
Important,Wat time r 4_ going to xin's hostel?
Important,Good Morning my Dear Shijutta........... Have a great 4; successful day.
Spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
Important,Oh k4after that placement there ah?
Important,"Not for possession, especially not first offense"
Important,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
Important,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
Important,We have pizza if u want
Important,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\"""""
Important,Many more happy returns of the day. I wish you happy birthday.
Important,Ya very nice. . .be ready on thursday
Important,I am in hospital da. . I will return home in evening
Important,"\Thinking of u 4 x\"""""
Spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
Important,Orh i tot u say she now still dun believe.
Important,"When you just put in the + sign, choose my number and the pin will show. Right?"
Important,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
Important,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
Important,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
Spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
Important,Well boy am I glad G wasted all night at applebees for nothing
Spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
Important,Ok lor... Or u wan me go look 4 u?
Important,U wan 2 haf lunch i'm in da canteen now.
Important,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
Important,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
Spam,URGENT! Your Mobile number has been awarded with a 42000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
Spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 4100 cash. Name the NEW US President? txt ans to 80082
Important,I'm home. Doc gave me pain meds says everything is fine.
Important,It's Ì© only $140 ard...44 rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900)
Important,Me too! Have a lovely night xxx
Important,Prepare to be pleasured 4
Important,Hi.4technical support.providing assistance to us customer through call and email4
Important,if you text on your way to cup stop that should work. And that should be BUS
Important,Whens your radio show?
Spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412
Important,I'm not sure if its still available though
Important,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
Important,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
Important,Hi..i got the money da4
Important,"Hi, Mobile no.  5;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
Important,Ok then u tell me wat time u coming later lor.
Important,U repeat e instructions again. Wat's e road name of ur house?
Important,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
Important,Quite lor. But dun tell him wait he get complacent...
Important,Sorry completely forgot * will pop em round this week if your still here?
Important,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
Important,O we cant see if we can join denis and mina? Or does denis want alone time
Important,Sen told that he is going to join his uncle finance in cbe
Important,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke 
Important,"Call me, i am senthil from hsbc."
Important,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
Important,Indeed and by the way it was either or - not both !
Spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or 410,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+"
Important,Holy living christ what is taking you so long
Important,44 thk of wat to eat tonight.
Important,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
Important,We're on the opposite side from where we dropped you off
Important,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
Important,Send me your resume:4
Important,Gd luck 4 ur exams :4
Important,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
Important,Sorry that was my uncle. I.ll keep in touch
Important,Saw Guys and Dolls last night with Patrick Swayze it was great
Spam,URGENT This is our 2nd attempt to contact U. Your 4900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
Spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
Important,Just come home. I don't want u to be miserable
Important,I dont know why she.s not getting your messages
Important,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
Important,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
Important,Reverse is cheating. That is not mathematics.
Important,How do you plan to manage that
Important,"Er, hello, things didn444t quite go to plan 444 is limping slowly home followed by aa and with exhaust hanging off"
Important,Sorry for the delay. Yes masters
Important,Call me when u finish then i come n pick u.
Spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
Important,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.
Important,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself"
Important,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
Important,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
Important,"fyi I'm at usf now, swing by the room whenever"
Important,i can call in  5;  min if thats ok
Important,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
Important,44 no home work to do meh... 
Important,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
Important,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
Important,How's ur paper?
Important,Got smaller capacity one? Quite ex...
Spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
Important,Im good! I have been thinking about you...
Spam,u r a winner U ave been specially selected 2 receive 41000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
Important,:4 :4
Important,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
Important,I am going to sleep. I am tired of travel.
Important,"Haha, just what I was thinkin"
Important,Yup but it's not giving me problems now so mayb i'll jus leave it...
Important,Lol no. Just trying to make your day a little more interesting
Important,"How long before you get reply, just defer admission til next semester"
Important,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..4"""
Important,Po de :44:4:4:4. No need job aha.
Important,Rats. Hey did u ever vote for the next themes?
Spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY 41. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION."
Important,I hope your pee burns tonite.
